Month,Location,Budget,CPA,APPT.created,Conversion.ran,APPT.ran,Conversion.close,Orders,Average.ticket,Sales
9/1/2016,MINNEAPOLIS,99464,458,217,1,199,0,75,7637,572760
10/1/2016,MINNEAPOLIS,104074,515,202,1,229,0,91,8447,768699
11/1/2016,MINNEAPOLIS,54699,468,117,1,131,0,36,9097,327499
12/1/2016,MINNEAPOLIS,32858,490,67,1,60,0,17,6849,116435
1/1/2015,NASHVILLE,8346,103,81,1,74,0,28,6349,177781
2/1/2015,NASHVILLE,24005,224,107,1,94,0,25,7625,190628
3/1/2015,NASHVILLE,49106,327,150,1,158,0,50,9906,495296
4/1/2015,NASHVILLE,52797,253,209,1,205,0,68,7782,529168
5/1/2015,NASHVILLE,49152,291,169,1,170,0,49,8692,425901
6/1/2015,NASHVILLE,33521,214,157,1,165,0,54,9133,493159
7/1/2015,NASHVILLE,31637,171,185,1,191,0,67,8663,580388
8/1/2015,NASHVILLE,36592,277,132,1,125,0,33,8653,285559
9/1/2015,NASHVILLE,33919,248,137,1,140,0,50,9829,491469
10/1/2015,NASHVILLE,30375,201,151,1,158,0,37,5970,220906
11/1/2015,NASHVILLE,15589,256,61,1,66,0,26,6946,180603
12/1/2015,NASHVILLE,10917,161,68,1,72,0,23,5995,137876
1/1/2016,NASHVILLE,19998,147,136,1,110,0,21,9725,204219
2/1/2016,NASHVILLE,38759,380,102,1,86,0,11,8042,88464
3/1/2016,NASHVILLE,45786,358,128,1,131,0,30,8394,251820
4/1/2016,NASHVILLE,51749,314,165,1,160,0,20,9306,186124
5/1/2016,NASHVILLE,48971,462,106,1,123,0,28,10009,280248
6/1/2016,NASHVILLE,38276,322,119,1,105,0,21,9832,206462
7/1/2016,NASHVILLE,47280,307,154,1,149,0,29,9725,282026
8/1/2016,NASHVILLE,30558,280,109,1,136,0,33,7950,262343
9/1/2016,NASHVILLE,43376,329,132,1,111,0,28,9731,272454
10/1/2016,NASHVILLE,40047,286,140,1,150,0,20,7330,146599
11/1/2016,NASHVILLE,31417,393,80,1,86,0,12,15621,187452
12/1/2016,NASHVILLE,19996,392,51,1,53,0,14,11733,164256
1/1/2015,OKLAHOMACITY,34879,425,82,1,70,0,18,9664,173945
2/1/2015,OKLAHOMACITY,67685,736,92,1,78,0,16,8505,136084
3/1/2015,OKLAHOMACITY,96282,783,123,1,119,0,37,9559,353665
4/1/2015,OKLAHOMACITY,93601,867,108,1,115,0,34,13254,450620
5/1/2015,OKLAHOMACITY,56393,783,72,1,64,0,20,8909,178175
6/1/2015,OKLAHOMACITY,64130,1034,62,1,85,0,27,11769,317761
7/1/2015,OKLAHOMACITY,89605,914,98,1,92,1,48,11870,569764
8/1/2015,OKLAHOMACITY,86721,953,91,1,83,0,24,12572,301723
9/1/2015,OKLAHOMACITY,76278,399,191,1,95,0,23,8750,201258
10/1/2015,OKLAHOMACITY,100469,1272,79,2,173,0,35,10791,377683
11/1/2015,OKLAHOMACITY,39729,779,51,1,64,0,19,6720,127672
12/1/2015,OKLAHOMACITY,18915,473,40,1,52,0,18,7768,139821
1/1/2016,OKLAHOMACITY,59725,393,152,1,99,0,30,9977,299308
2/1/2016,OKLAHOMACITY,73317,719,102,1,114,0,24,10388,249317
3/1/2016,OKLAHOMACITY,77633,555,140,1,123,0,40,8509,340343
4/1/2016,OKLAHOMACITY,90612,725,125,1,164,0,41,10781,442040
5/1/2016,OKLAHOMACITY,70070,674,104,1,104,0,27,11136,300682
6/1/2016,OKLAHOMACITY,48289,508,95,1,90,0,33,13795,455246
7/1/2016,OKLAHOMACITY,83393,751,111,1,124,0,28,10667,298688
8/1/2016,OKLAHOMACITY,63778,658,97,1,101,0,31,9879,306240
9/1/2016,OKLAHOMACITY,76063,380,200,1,135,0,29,10793,312997
10/1/2016,OKLAHOMACITY,69929,559,125,2,194,0,59,11916,703073
11/1/2016,OKLAHOMACITY,24041,437,55,1,58,0,22,12599,277174
12/1/2016,OKLAHOMACITY,19210,565,34,1,39,0,11,10289,113180
1/1/2015,OMAHA,20019,339,59,1,61,0,20,8334,166675
2/1/2015,OMAHA,51436,463,111,1,95,0,35,8661,303137
3/1/2015,OMAHA,73840,486,152,1,135,0,57,7913,451056
4/1/2015,OMAHA,103748,532,195,1,220,0,96,9795,940364
5/1/2015,OMAHA,82074,603,136,1,129,0,58,9381,544085
6/1/2015,OMAHA,59169,432,137,1,144,0,62,9594,594845
7/1/2015,OMAHA,105794,529,200,1,174,0,64,8325,532818
8/1/2015,OMAHA,89774,572,157,1,172,0,77,9226,710394
9/1/2015,OMAHA,97533,505,193,1,186,0,76,8463,643209
10/1/2015,OMAHA,85041,417,204,1,222,0,72,8066,580720
11/1/2015,OMAHA,50369,579,87,1,98,0,41,8462,346956
12/1/2015,OMAHA,22143,452,49,1,52,1,26,5856,152254
1/1/2016,OMAHA,29992,411,73,1,63,0,23,12148,279404
2/1/2016,OMAHA,60396,244,248,1,187,0,47,8614,404870
3/1/2016,OMAHA,91906,462,199,1,205,0,68,7696,523314
4/1/2016,OMAHA,98213,455,216,1,259,0,95,9084,862973
5/1/2016,OMAHA,76229,405,188,1,177,0,73,6862,500941
6/1/2016,OMAHA,76945,420,183,1,203,1,102,6015,613568
7/1/2016,OMAHA,101153,403,251,1,216,0,82,8268,677960
8/1/2016,OMAHA,65577,377,174,1,196,0,77,9517,732836
9/1/2016,OMAHA,51180,335,153,1,145,0,57,5400,307802
10/1/2016,OMAHA,47688,320,149,1,163,0,78,6539,510055
11/1/2016,OMAHA,30890,343,90,1,97,0,37,5695,210699
12/1/2016,OMAHA,21708,804,27,1,38,0,17,9299,158075
1/1/2015,PITTSBURGH,29376,319,92,1,88,0,20,5606,112119
2/1/2015,PITTSBURGH,48348,406,119,1,114,0,43,9802,421506
3/1/2015,PITTSBURGH,101392,398,255,1,207,0,66,6704,442475
4/1/2015,PITTSBURGH,93475,344,272,1,303,0,94,8839,830867
5/1/2015,PITTSBURGH,61705,339,182,1,179,0,62,9100,564209
6/1/2015,PITTSBURGH,51911,329,158,1,160,0,53,8103,429452
7/1/2015,PITTSBURGH,58304,283,206,1,215,0,62,10275,637078
8/1/2015,PITTSBURGH,60809,373,163,1,153,0,39,6501,253548
9/1/2015,PITTSBURGH,64259,443,145,1,164,0,42,8285,347963
10/1/2015,PITTSBURGH,48141,267,180,1,190,0,68,7575,515111
11/1/2015,PITTSBURGH,20338,229,89,1,100,0,37,8096,299556
12/1/2015,PITTSBURGH,17200,351,49,1,56,0,21,6378,133945
1/1/2016,PITTSBURGH,51759,428,121,1,103,0,29,7220,209373
2/1/2016,PITTSBURGH,47083,409,115,1,103,0,36,6869,247284
3/1/2016,PITTSBURGH,90310,502,180,1,174,0,49,6780,332244
4/1/2016,PITTSBURGH,80077,315,254,1,236,0,92,10605,975669
5/1/2016,PITTSBURGH,83653,558,150,1,165,0,48,8617,413614
6/1/2016,PITTSBURGH,73494,430,171,1,166,0,52,8544,444299
7/1/2016,PITTSBURGH,78824,365,216,1,217,0,66,9839,649363
8/1/2016,PITTSBURGH,57493,334,172,1,176,0,57,9204,524636
9/1/2016,PITTSBURGH,71647,360,199,1,189,0,79,7800,616236
10/1/2016,PITTSBURGH,60801,307,198,1,214,0,60,7629,457735
11/1/2016,PITTSBURGH,30918,468,66,1,93,0,27,9768,263748
12/1/2016,PITTSBURGH,30638,1459,21,1,23,0,6,5180,31082
1/1/2015,PORTLAND,36564,300,122,1,97,0,48,10014,480691
2/1/2015,PORTLAND,24967,99,253,1,133,0,58,9520,552131
3/1/2015,PORTLAND,50221,571,88,2,172,0,44,10292,452846
4/1/2015,PORTLAND,41205,343,120,1,150,0,54,7801,421263
5/1/2015,PORTLAND,41168,468,88,1,112,0,47,7237,340141
6/1/2015,PORTLAND,44281,521,85,1,80,0,30,10568,317045
7/1/2015,PORTLAND,29648,237,125,1,124,0,52,8460,439908
8/1/2015,PORTLAND,36155,323,112,1,112,0,34,10789,366842
9/1/2015,PORTLAND,33613,317,106,1,107,0,31,10555,327207
10/1/2015,PORTLAND,24754,183,135,1,128,0,38,6071,230700
11/1/2015,PORTLAND,12096,228,53,1,53,0,25,7427,185668
12/1/2015,PORTLAND,9032,238,38,1,46,0,22,12665,278625
1/1/2016,PORTLAND,46005,221,208,1,145,0,37,12336,456436
2/1/2016,PORTLAND,52160,258,202,1,151,0,29,10865,315082
3/1/2016,PORTLAND,44873,356,126,1,173,0,41,11090,454673
4/1/2016,PORTLAND,63283,331,191,1,200,0,64,10489,671265
5/1/2016,PORTLAND,46786,550,85,1,127,0,25,9689,242223
6/1/2016,PORTLAND,38346,436,88,1,105,0,37,12891,476978
7/1/2016,PORTLAND,59301,534,111,1,77,0,24,9674,232178
8/1/2016,PORTLAND,40231,347,116,1,113,0,38,9576,363874
9/1/2016,PORTLAND,42458,524,81,1,108,0,31,10529,326411
10/1/2016,PORTLAND,51158,275,186,1,169,0,39,8146,317698
11/1/2016,PORTLAND,47906,840,57,1,72,0,30,6508,195237
12/1/2016,PORTLAND,23276,541,43,1,51,0,23,15862,364815
1/1/2015,RALEIGH,18918,236,80,1,66,0,22,10033,220736
2/1/2015,RALEIGH,42561,468,91,1,94,0,37,9891,365967
3/1/2015,RALEIGH,49380,360,137,1,137,0,37,9056,335086
4/1/2015,RALEIGH,55610,288,193,1,187,0,51,9840,501853
5/1/2015,RALEIGH,31137,315,99,1,116,0,35,5893,206244
6/1/2015,RALEIGH,36154,341,106,1,101,0,30,8255,247655
7/1/2015,RALEIGH,36942,260,142,1,138,0,35,6392,223706
8/1/2015,RALEIGH,36585,348,105,1,105,0,27,11546,311751
9/1/2015,RALEIGH,38371,276,139,1,147,0,48,8692,417239
10/1/2015,RALEIGH,35110,251,140,1,152,0,41,9262,379741
11/1/2015,RALEIGH,17003,153,111,1,98,0,28,7856,219975
12/1/2015,RALEIGH,10802,146,74,1,90,0,37,8616,318786
1/1/2016,RALEIGH,30921,297,104,1,101,0,22,8234,181148
2/1/2016,RALEIGH,42379,345,123,1,107,0,28,8458,236828
3/1/2016,RALEIGH,43227,318,136,1,137,0,42,12556,527348
4/1/2016,RALEIGH,49297,331,149,1,151,0,67,8567,573978
5/1/2016,RALEIGH,47090,476,99,1,102,0,33,10523,347245
6/1/2016,RALEIGH,22018,250,88,1,101,0,33,14191,468306
7/1/2016,RALEIGH,60394,544,111,1,118,0,30,9669,290067
8/1/2016,RALEIGH,27174,247,110,1,97,0,26,6889,179111
9/1/2016,RALEIGH,43645,266,164,1,145,0,34,5923,201378
10/1/2016,RALEIGH,43606,234,186,1,163,0,30,7801,234038
11/1/2016,RALEIGH,39149,359,109,1,125,0,32,9702,310462
12/1/2016,RALEIGH,30375,422,72,1,106,0,22,12835,282371
1/1/2015,RICHMONDVA,15832,148,107,1,76,0,17,7150,121543
2/1/2015,RICHMONDVA,43946,289,152,1,144,0,32,5629,180137
3/1/2015,RICHMONDVA,72907,263,277,1,248,0,45,8624,388096
4/1/2015,RICHMONDVA,68797,290,237,1,281,0,50,10990,549485
5/1/2015,RICHMONDVA,58038,335,173,1,164,0,39,7616,297042
6/1/2015,RICHMONDVA,53255,337,158,1,169,0,40,9403,376119
7/1/2015,RICHMONDVA,59738,341,175,1,182,0,59,7937,468307
8/1/2015,RICHMONDVA,52860,335,158,1,152,0,46,8159,375320
9/1/2015,RICHMONDVA,44458,225,198,1,186,0,47,7306,343387
10/1/2015,RICHMONDVA,66517,262,254,1,259,0,61,8805,537088
11/1/2015,RICHMONDVA,33427,276,121,1,142,0,42,10029,421208
12/1/2015,RICHMONDVA,15393,252,61,1,66,0,31,8818,273354
1/1/2016,RICHMONDVA,23452,185,127,1,98,0,23,10027,230614
2/1/2016,RICHMONDVA,40227,270,149,1,142,0,35,11175,391139
3/1/2016,RICHMONDVA,61994,270,230,1,227,0,59,10831,639022
4/1/2016,RICHMONDVA,65907,292,226,1,228,0,72,12012,864880
5/1/2016,RICHMONDVA,56743,436,130,1,158,0,37,12591,465884
6/1/2016,RICHMONDVA,45304,298,152,1,151,0,47,6437,302562
7/1/2016,RICHMONDVA,60612,335,181,1,184,0,58,10564,612725
8/1/2016,RICHMONDVA,42724,274,156,1,150,0,52,9868,513140
9/1/2016,RICHMONDVA,47848,232,206,1,182,0,49,10216,500589
10/1/2016,RICHMONDVA,53624,212,253,1,255,0,57,7239,412621
11/1/2016,RICHMONDVA,41256,421,98,1,130,0,42,5848,245606
12/1/2016,RICHMONDVA,28158,397,71,1,72,0,19,9557,181574
1/1/2015,ROCHESTER,25853,616,42,1,42,0,9,6448,58035
2/1/2015,ROCHESTER,33935,595,57,1,46,0,11,5925,65176
3/1/2015,ROCHESTER,72295,552,131,1,83,0,20,6256,125111
4/1/2015,ROCHESTER,81644,393,208,1,209,0,50,8621,431055
5/1/2015,ROCHESTER,82796,487,170,1,152,0,42,11225,471449
6/1/2015,ROCHESTER,58636,510,115,1,169,0,34,10093,343145
7/1/2015,ROCHESTER,43829,482,91,1,106,0,25,6545,163615
8/1/2015,ROCHESTER,50732,488,104,1,104,0,31,7792,241556
9/1/2015,ROCHESTER,48216,497,97,1,98,0,19,9466,179858
10/1/2015,ROCHESTER,49268,432,114,1,120,0,19,9244,175637
11/1/2015,ROCHESTER,29899,365,82,1,78,0,21,7970,167378
12/1/2015,ROCHESTER,9223,342,27,1,31,0,12,5102,61220
1/1/2016,ROCHESTER,21619,772,28,1,26,0,8,6336,50690
2/1/2016,ROCHESTER,50757,1080,47,1,35,0,5,12556,62782
3/1/2016,ROCHESTER,47894,504,95,1,103,0,28,8215,230011
4/1/2016,ROCHESTER,54483,486,112,1,103,0,22,10694,235272
5/1/2016,ROCHESTER,54931,597,92,1,93,0,16,5887,94188
6/1/2016,ROCHESTER,36453,405,90,1,97,0,28,7664,214592
7/1/2016,ROCHESTER,61305,511,120,1,118,0,24,7414,177927
8/1/2016,ROCHESTER,47962,648,74,1,67,0,15,7931,118968
9/1/2016,ROCHESTER,44078,450,98,1,67,0,20,7070,141393
10/1/2016,ROCHESTER,33086,312,106,1,99,0,22,6670,146740
11/1/2016,ROCHESTER,17361,526,33,2,69,0,13,5911,76842
12/1/2016,ROCHESTER,16510,1032,16,2,30,0,8,6366,50931
1/1/2015,SALTLAKECITY,24500,236,104,1,94,0,23,6937,159553
2/1/2015,SALTLAKECITY,28037,202,139,1,110,0,33,5126,169172
3/1/2015,SALTLAKECITY,56057,317,177,1,189,0,36,6568,236435
4/1/2015,SALTLAKECITY,51196,322,159,1,186,0,55,8243,453363
5/1/2015,SALTLAKECITY,40371,339,119,1,119,0,27,8433,227680
6/1/2015,SALTLAKECITY,29481,202,146,1,138,0,35,8156,285465
7/1/2015,SALTLAKECITY,37205,228,163,1,167,0,34,6740,229164
8/1/2015,SALTLAKECITY,50132,302,166,1,126,0,27,9470,255680
9/1/2015,SALTLAKECITY,41379,281,147,1,142,0,23,7360,169283
10/1/2015,SALTLAKECITY,38694,243,159,1,202,0,48,6127,294077
11/1/2015,SALTLAKECITY,26415,224,118,1,121,0,25,7275,181874
12/1/2015,SALTLAKECITY,17599,289,61,1,65,0,21,7292,153132
1/1/2016,SALTLAKECITY,28915,233,124,1,115,0,16,7695,123113
2/1/2016,SALTLAKECITY,28708,261,110,1,76,0,15,6352,95285
3/1/2016,SALTLAKECITY,49881,462,108,1,97,0,24,5590,134161
4/1/2016,SALTLAKECITY,50369,466,108,1,114,0,23,6473,148868
5/1/2016,SALTLAKECITY,39058,340,115,1,135,0,32,6210,198729
6/1/2016,SALTLAKECITY,22075,199,111,1,133,0,25,5773,144319
7/1/2016,SALTLAKECITY,33683,219,154,1,142,0,26,6469,168198
8/1/2016,SALTLAKECITY,24394,251,97,1,94,0,14,6271,87800
9/1/2016,SALTLAKECITY,25479,274,93,1,94,0,14,7966,111530
10/1/2016,SALTLAKECITY,34632,251,138,1,135,0,26,7616,198004
11/1/2016,SALTLAKECITY,20124,305,66,1,94,0,21,4600,96591
12/1/2016,SALTLAKECITY,10996,282,39,1,37,0,12,4507,54086
1/1/2015,SANANTONIO,27408,269,102,1,84,0,21,9707,203854
2/1/2015,SANANTONIO,52604,373,141,1,106,0,21,7385,155077
3/1/2015,SANANTONIO,54700,418,131,1,128,0,28,7379,206599
4/1/2015,SANANTONIO,56475,395,143,1,180,0,36,8501,306041
5/1/2015,SANANTONIO,60679,402,151,1,133,0,20,9068,181353
6/1/2015,SANANTONIO,50377,343,147,1,164,0,28,9817,274884
7/1/2015,SANANTONIO,31781,227,140,1,151,0,26,7733,201064
8/1/2015,SANANTONIO,43845,362,121,1,110,0,21,9815,206118
9/1/2015,SANANTONIO,49470,348,142,1,117,0,33,7098,234250
10/1/2015,SANANTONIO,28303,267,106,1,150,0,28,7511,210298
11/1/2015,SANANTONIO,16835,213,79,1,70,0,27,6348,171408
12/1/2015,SANANTONIO,9864,229,43,1,55,0,19,5694,108195
1/1/2016,SANANTONIO,41868,355,118,1,111,0,37,9824,363476
2/1/2016,SANANTONIO,53591,327,164,1,116,0,18,10030,180532
3/1/2016,SANANTONIO,40971,347,118,1,167,0,30,8955,268637
4/1/2016,SANANTONIO,59005,172,344,1,246,0,23,8723,200618
5/1/2016,SANANTONIO,45377,208,218,1,247,0,37,5104,188838
6/1/2016,SANANTONIO,33678,226,149,1,147,0,27,8451,228189
7/1/2016,SANANTONIO,35148,220,160,1,170,0,37,7372,272753
8/1/2016,SANANTONIO,46196,440,105,1,145,0,39,7361,287078
9/1/2016,SANANTONIO,39172,224,175,1,132,0,33,8246,272132
10/1/2016,SANANTONIO,30289,252,120,1,176,0,41,8308,340613
11/1/2016,SANANTONIO,28548,304,94,1,87,0,26,8435,219317
12/1/2016,SANANTONIO,20906,427,49,1,61,0,14,10880,152326
1/1/2015,SEATTLE,32108,270,119,1,114,0,42,6681,280598
2/1/2015,SEATTLE,119846,565,212,1,170,0,71,7874,559050
3/1/2015,SEATTLE,118981,589,202,1,219,0,74,7699,569738
4/1/2015,SEATTLE,144287,519,278,1,272,0,105,7300,766500
5/1/2015,SEATTLE,117449,584,201,1,195,0,64,9699,620717
6/1/2015,SEATTLE,82842,380,218,1,221,0,75,7338,550323
7/1/2015,SEATTLE,112985,396,285,1,267,0,114,7501,855163
8/1/2015,SEATTLE,120329,532,226,1,250,0,90,7346,661162
9/1/2015,SEATTLE,75526,367,206,1,190,0,74,9981,738568
10/1/2015,SEATTLE,115034,496,232,1,250,0,97,7056,684431
11/1/2015,SEATTLE,39813,291,137,1,161,0,64,8137,520794
12/1/2015,SEATTLE,24203,228,106,1,106,0,38,4944,187885
1/1/2016,SEATTLE,30675,173,177,1,152,0,43,8426,362300
2/1/2016,SEATTLE,112667,369,305,1,223,0,55,7935,436413
3/1/2016,SEATTLE,102039,378,270,1,324,0,82,7915,649053
4/1/2016,SEATTLE,153295,400,383,1,355,0,108,7700,831637
5/1/2016,SEATTLE,124382,471,264,1,288,0,92,7762,714109
6/1/2016,SEATTLE,88419,311,284,1,287,0,102,8436,860421
7/1/2016,SEATTLE,137929,466,296,1,317,0,116,9362,1085992
8/1/2016,SEATTLE,83171,341,244,1,247,0,86,7235,622238
9/1/2016,SEATTLE,118031,419,282,1,261,0,100,8949,894855
10/1/2016,SEATTLE,120442,496,243,1,286,0,122,7945,969303
11/1/2016,SEATTLE,71070,508,140,1,142,0,58,9141,530168
12/1/2016,SEATTLE,35515,423,84,1,93,0,37,5047,186739
1/1/2015,SOUTHBEND,13847,190,73,1,67,0,25,4223,105574
2/1/2015,SOUTHBEND,29543,462,64,1,65,0,32,6420,205454
3/1/2015,SOUTHBEND,69688,371,188,1,170,0,46,6121,281548
4/1/2015,SOUTHBEND,72083,267,270,1,271,0,115,6247,718445
5/1/2015,SOUTHBEND,55875,349,160,1,168,0,65,6365,413756
6/1/2015,SOUTHBEND,56942,318,179,1,181,0,87,5691,495149
7/1/2015,SOUTHBEND,82922,374,222,1,218,0,89,6274,558414
8/1/2015,SOUTHBEND,53657,305,176,1,179,0,56,6169,345487
9/1/2015,SOUTHBEND,50542,316,160,1,154,0,74,5577,412720
10/1/2015,SOUTHBEND,56572,299,189,1,198,0,77,5652,435174
11/1/2015,SOUTHBEND,31935,367,87,1,94,0,38,5120,194569
12/1/2015,SOUTHBEND,13383,382,35,1,45,0,16,6097,97554
1/1/2016,SOUTHBEND,16394,222,74,1,67,0,30,5898,176935
2/1/2016,SOUTHBEND,47215,390,121,1,97,0,45,5969,268584
3/1/2016,SOUTHBEND,60578,267,227,1,214,0,98,6841,670450
4/1/2016,SOUTHBEND,68809,273,252,1,261,0,95,6831,648977
5/1/2016,SOUTHBEND,58815,306,192,1,190,0,65,6092,395964
6/1/2016,SOUTHBEND,53169,271,196,1,193,0,81,6613,535615
7/1/2016,SOUTHBEND,79918,329,243,1,251,0,100,5821,582102
8/1/2016,SOUTHBEND,52346,230,228,1,202,0,80,5775,462002
9/1/2016,SOUTHBEND,56849,263,216,1,232,0,75,5746,430933
10/1/2016,SOUTHBEND,60482,269,225,1,231,0,88,5611,493751
11/1/2016,SOUTHBEND,25529,304,84,1,106,0,43,6410,275648
12/1/2016,SOUTHBEND,16065,342,47,1,50,0,24,5473,131356
1/1/2015,STLOUIS,37956,339,112,1,99,0,36,8099,291552
2/1/2015,STLOUIS,544,4,133,1,139,0,43,7833,336816
3/1/2015,STLOUIS,169371,664,255,1,235,0,57,7111,405337
4/1/2015,STLOUIS,132974,361,368,1,368,0,94,7729,726566
5/1/2015,STLOUIS,108538,472,230,1,232,0,57,7255,413560
6/1/2015,STLOUIS,65438,306,214,1,233,0,63,8486,534624
7/1/2015,STLOUIS,110202,481,229,1,236,0,53,8027,425423
8/1/2015,STLOUIS,83576,367,228,1,224,0,53,8159,432402
9/1/2015,STLOUIS,94345,451,209,1,199,0,61,7141,435583
10/1/2015,STLOUIS,70767,345,205,1,211,0,59,7762,457976
11/1/2015,STLOUIS,40608,290,140,1,144,0,45,5496,247329
12/1/2015,STLOUIS,29358,362,81,1,97,0,16,7085,113361
1/1/2016,STLOUIS,45341,272,167,1,137,0,33,6939,228993
2/1/2016,STLOUIS,63455,367,173,1,144,0,33,8676,286293
3/1/2016,STLOUIS,79924,384,208,1,179,0,48,7603,364956
4/1/2016,STLOUIS,98670,384,257,1,255,0,51,6243,318386
5/1/2016,STLOUIS,81481,519,157,1,181,0,30,8100,242993
6/1/2016,STLOUIS,79027,344,230,1,203,0,53,6741,357277
7/1/2016,STLOUIS,123509,580,213,1,220,0,47,7225,339582
8/1/2016,STLOUIS,84398,406,208,1,187,0,36,5264,189509
9/1/2016,STLOUIS,104824,442,237,1,196,0,50,5930,296516
10/1/2016,STLOUIS,89792,478,188,1,209,0,57,7188,409723
11/1/2016,STLOUIS,48605,501,97,1,123,0,29,6526,189255
12/1/2016,STLOUIS,38229,571,67,1,80,0,14,5686,79610
1/1/2015,TOLEDO,20247,266,76,1,72,1,39,9389,366153
2/1/2015,TOLEDO,46282,429,108,1,76,0,28,8270,231566
3/1/2015,TOLEDO,71021,384,185,1,193,0,55,8157,448616
4/1/2015,TOLEDO,99829,354,282,1,274,0,102,8712,888651
5/1/2015,TOLEDO,74452,350,213,1,223,0,79,6754,533599
6/1/2015,TOLEDO,58109,321,181,1,193,0,66,8388,553575
7/1/2015,TOLEDO,67026,277,242,1,230,0,61,7728,471434
8/1/2015,TOLEDO,70837,407,174,1,186,0,59,8118,478934
9/1/2015,TOLEDO,58797,280,210,1,192,0,74,8711,644584
10/1/2015,TOLEDO,61411,240,256,1,265,0,96,6650,638388
11/1/2015,TOLEDO,33272,311,107,1,122,0,51,5346,272636
12/1/2015,TOLEDO,16564,301,55,1,60,0,19,9055,172043
1/1/2016,TOLEDO,40754,374,109,1,95,0,33,5910,195035
2/1/2016,TOLEDO,64516,389,166,1,150,0,41,8425,345422
3/1/2016,TOLEDO,56085,286,196,1,186,0,67,7028,470853
4/1/2016,TOLEDO,88109,408,216,1,233,0,89,9471,842939
5/1/2016,TOLEDO,78100,488,160,1,160,0,73,7806,569804
6/1/2016,TOLEDO,68090,463,147,1,163,0,52,8569,445592
7/1/2016,TOLEDO,102704,503,204,1,185,0,79,7345,580243
8/1/2016,TOLEDO,71072,399,178,1,171,0,56,7366,412518
9/1/2016,TOLEDO,91144,472,193,1,189,0,64,7958,509320
10/1/2016,TOLEDO,89066,426,209,1,238,0,83,8014,665134
11/1/2016,TOLEDO,29887,440,68,1,78,0,33,7042,232392
12/1/2016,TOLEDO,18086,393,46,1,47,0,13,8661,112590
1/1/2015,TULSA,23175,309,75,1,46,0,4,6398,25591
2/1/2015,TULSA,28265,725,39,2,69,0,22,8317,182963
3/1/2015,TULSA,53064,470,113,1,87,0,15,10344,155159
4/1/2015,TULSA,43824,516,85,1,115,0,22,13959,307098
5/1/2015,TULSA,28548,433,66,1,66,0,15,7650,114757
6/1/2015,TULSA,18788,418,45,1,45,0,7,11261,78824
7/1/2015,TULSA,37001,378,98,1,70,0,16,10115,161842
8/1/2015,TULSA,28051,432,65,1,94,0,20,11175,223497
9/1/2015,TULSA,30954,525,59,1,48,0,14,9436,132098
10/1/2015,TULSA,44797,361,124,1,93,0,17,17467,296935
11/1/2015,TULSA,18118,477,38,2,72,0,14,13569,189961
12/1/2015,TULSA,9384,348,27,1,37,0,11,7952,87467
1/1/2016,TULSA,31511,256,123,1,84,0,7,7936,55550
2/1/2016,TULSA,24524,366,67,1,96,0,19,11096,210821
3/1/2016,TULSA,33812,297,114,1,97,0,17,9831,167123
4/1/2016,TULSA,41125,490,84,1,102,0,22,10529,231639
5/1/2016,TULSA,25069,557,45,1,41,0,6,15041,90248
6/1/2016,TULSA,20015,445,45,1,46,0,10,10976,109759
7/1/2016,TULSA,35229,396,89,1,73,0,13,11498,149476
8/1/2016,TULSA,27225,524,52,1,61,0,6,8574,51443
9/1/2016,TULSA,33314,653,51,1,52,0,9,11817,106352
10/1/2016,TULSA,33054,447,74,1,75,0,25,9619,240468
11/1/2016,TULSA,13754,458,30,2,45,0,12,10270,123237
12/1/2016,TULSA,8292,395,21,1,25,0,1,5681,5681
1/1/2015,WICHITA,22670,648,35,1,37,0,15,4330,64948
2/1/2015,WICHITA,43375,535,81,1,78,0,34,6572,223455
3/1/2015,WICHITA,47043,416,113,1,85,0,28,7578,212182
4/1/2015,WICHITA,52540,438,120,1,137,0,43,7658,329276
5/1/2015,WICHITA,58717,645,91,1,92,0,37,9684,358317
6/1/2015,WICHITA,45690,601,76,1,85,0,34,8433,286738
7/1/2015,WICHITA,50031,505,99,1,96,0,32,9975,319216
8/1/2015,WICHITA,52523,559,94,1,91,0,33,10439,344486
9/1/2015,WICHITA,40424,408,99,1,93,0,33,7867,259595
10/1/2015,WICHITA,48536,398,122,1,123,0,44,7928,348819
11/1/2015,WICHITA,32374,578,56,1,66,0,17,9588,162992
12/1/2015,WICHITA,11978,285,42,1,45,1,24,6275,150606
1/1/2016,WICHITA,19796,381,52,1,48,0,17,7666,130323
2/1/2016,WICHITA,41990,331,127,1,94,0,21,10680,224273
3/1/2016,WICHITA,37341,439,85,1,120,0,47,8542,401476
4/1/2016,WICHITA,53187,440,121,1,118,0,51,8540,435547
5/1/2016,WICHITA,37548,387,97,1,99,0,35,9872,345514
6/1/2016,WICHITA,39168,653,60,1,68,1,46,7359,338500
7/1/2016,WICHITA,51893,701,74,1,70,1,42,6629,278436
8/1/2016,WICHITA,38652,604,64,1,62,1,34,8251,280519
9/1/2016,WICHITA,30799,540,57,1,57,0,26,9853,256180
10/1/2016,WICHITA,32155,282,114,1,115,0,40,9669,386772
11/1/2016,WICHITA,13784,383,36,1,41,1,21,11042,231888
12/1/2016,WICHITA,8369,335,25,1,27,1,16,5574,89185
1/1/2017,ALBANY,13166,366,36,1,31,0,8,4750,38002
